#Network | Station | Latitude | Longitude | Elevation | Sitename | StartTime | EndTime

#DATACENTER=IRISDMC,http://ds.iris.edu
AK|Q19K|58.9287|-153.6446|631.0|Cape Douglas, AK, USA|2019-10-29T00:00:00|2599-12-31T23:59:59
AK|Q23K|59.4296|-146.3399|46.0|Middleton Island, AK, USA|2019-09-24T00:00:00|2599-12-31T23:59:59
AK|R16K|57.5673|-157.5742|38.0|Pilot Point, AK, USA|2019-11-27T00:00:00|2599-12-31T23:59:59
AK|R32K|58.2747|-134.5181|386.0|Eaglecrest, AK, USA|2019-12-11T00:00:00|2599-12-31T23:59:59
AK|RAG|60.3863|-144.6773|752.0|Ragged Mountain, AK, USA|2006-06-16T00:00:00|2599-12-31T23:59:59
AK|RC01|61.088902|-149.738998|390.0|Rabbit Creek, AK, USA|1998-08-07T00:00:00|2599-12-31T23:59:59
AK|RDOG|68.0541|-162.908005|423.0|Red Dog Mine, AK, USA|2009-06-20T00:00:00|2599-12-31T23:59:59
AK|RIDG|63.7399|-144.8462|871.0|Independent Ridge, AK, USA|2007-07-01T00:00:00|2599-12-31T23:59:59
AK|RKAV|60.2994|-141.347794|1647.0|Rock Avalanche, AK, USA|2013-01-01T00:00:00|2599-12-31T23:59:59
AK|RND|63.405602|-148.860199|993.6|Reindeer, AK, USA|2008-06-15T00:00:00|2599-12-31T23:59:59
AK|S15K|56.3058|-158.54|17.0|Chignik Lagoon, AK, USA|2020-02-13T00:00:00|2599-12-31T23:59:59
AK|S19K|57.2225|-153.2875|47.0|Old Harbor, AK, USA|2020-02-18T00:00:00|2599-12-31T23:59:59
AK|S31K|57.9616|-136.232|34.0|Pelican, AK, USA|2019-10-16T00:00:00|2599-12-31T23:59:59
AK|S32K|57.4688|-134.5763|26.0|Killisnoo, AK, USA|2019-08-27T00:00:00|2599-12-31T23:59:59
AK|SAMH|60.129398|-140.782806|1140.0|Samovar Hills, AK, USA|2013-01-01T00:00:00|2599-12-31T23:59:59
AK|SAW|61.806999|-148.331604|781.0|Sawmill, AK, USA|1999-11-07T00:00:00|2599-12-31T23:59:59
AK|SCM|61.832001|-147.328995|1050.0|Sheep Mountain, AK, USA|2009-06-28T00:00:00|2599-12-31T23:59:59
AK|SCRK|63.976101|-143.990494|1375.0|Sand Creek, AK, USA|2007-07-01T00:00:00|2599-12-31T23:59:59
AK|SII|56.5593|-154.1842|492.0|Sitkinak Island Coast Guard, AK, USA|2007-08-29T00:00:00|2599-12-31T23:59:59
AK|SKN|61.98|-151.5317|581.0|Skwentna, AK, USA|2006-05-15T00:00:00|2599-12-31T23:59:59
AK|SPIA|57.176601|-170.247803|71.0|St Paul Island, AK, USA|2000-09-19T00:00:00|2599-12-31T23:59:59
AK|SSN|61.4636|-150.746704|1306.0|Susitna, AK, USA|2008-08-15T00:00:00|2599-12-31T23:59:59
AK|SUCK|60.071999|-143.779007|467.0|Suckling Hills, AK, USA|2013-01-01T00:00:00|2599-12-31T23:59:59
AK|TGL|60.754101|-142.829193|1266.4|Tana Glacier, AK, USA|2010-06-19T00:00:00|2599-12-31T23:59:59
AK|TNA|65.559799|-167.926697|74.0|Tin City, AK, USA|1998-10-24T00:00:00|2599-12-31T23:59:59
AK|TOLK|68.6408|-149.5724|760.0|Toolik Lake Research Station, AK, USA|2020-02-15T00:00:00|2599-12-31T23:59:59
AK|TRF|63.4501|-150.2892|1709.9|Thorofare Mountian, AK, USA|2016-09-01T00:00:00|2599-12-31T23:59:59
AK|U33K|56.1146|-133.121|11.0|Whale Pass, AK, USA|2019-10-17T00:00:00|2599-12-31T23:59:59
AK|UNV|53.8452|-166.504501|65.0|Unalaska Valley, AK, USA|1999-02-19T00:00:00|2599-12-31T23:59:59
AK|V35K|55.3279|-131.615|64.0|Ketchikan, AK, USA|2019-10-17T00:00:00|2599-12-31T23:59:59
AK|VMT|61.083|-146.368|97.0|Valdez Marine Terminal, AK, USA|2020-06-01T00:00:00|2599-12-31T23:59:59
AK|VRDI|61.227501|-143.454498|1909.4|Verde Repeater, AK, USA|2013-01-01T00:00:00|2599-12-31T23:59:59
AK|WAT1|62.829498|-148.550903|722.0|Susitna Watana 1, AK, USA|2012-08-12T00:00:00|2599-12-31T23:59:59
AK|WAT6|62.580799|-147.740005|1681.0|Susitna Watana 6, AK, USA|2013-08-01T00:00:00|2599-12-31T23:59:59
AK|WAT7|62.833099|-148.847595|1232.0|Susitna Watana 7, AK, USA|2013-08-01T00:00:00|2599-12-31T23:59:59
AK|WRH|64.4716|-148.0918|329.0|Wood River Hill, AK, USA|2009-06-30T00:00:00|2599-12-31T23:59:59
AK|YAH|60.358299|-141.751007|2125.0|Yahtse, AK, USA|2011-08-18T00:00:00|2599-12-31T23:59:59
AP|PVFF|33.39|-112.86|260.0|Palo Verde NPP, AZ, USA|2015-12-10T00:00:00|2599-12-31T23:59:59
AR|CCAZ|35.65163|-112.298416|1724.0|Cataract Creek, AZ, USA|2000-01-01T00:00:00|2599-12-31T23:59:59
AR|FLAG|35.167198|-111.6437|2120.0|Flagstaff, AZ, USA|2000-01-01T00:00:00|2599-12-31T23:59:59
AR|GCAZ|36.058537|-112.183601|2072.0|Grand Canyon, AZ, USA|2013-06-30T00:00:00|2599-12-31T23:59:59
AR|PGAZ|36.905998|-111.461998|2418.0|Page, AZ, USA|2000-01-01T00:00:00|2599-12-31T23:59:59
AR|SMAZ|36.321419|-113.168953|2200.0|Slide Mountain, AZ, USA|2013-06-30T00:00:00|2599-12-31T23:59:59
AR|TSAZ|35.270111|-112.232933|2313.1|Three Sisters, AZ, USA|2013-06-30T00:00:00|2599-12-31T23:59:59
AR|WMZ|35.157295|-112.326393|2037.0|Williams, AZ, USA|2000-01-01T00:00:00|2599-12-31T23:59:59
AT|AKUT|54.13517|-165.771851|19.2|Akutan, Alaska|2004-11-17T00:00:00|2599-12-31T23:59:59
AT|CHGN|56.301399|-158.414154|17.0|Chignik, Alaska|2011-08-10T00:00:00|2599-12-31T23:59:59
AT|CRAG|55.468941|-133.122971|57.9|Craig, Alaska|2004-12-10T00:00:00|2599-12-31T23:59:59
AT|MENT|62.938049|-143.719421|702.0|Mentasta, Alaska|2010-12-02T00:00:00|2599-12-31T23:59:59
AT|OHAK|57.2225|-153.287506|77.5|Old Harbor, Alaska|2006-06-23T00:00:00|2599-12-31T23:59:59
AT|PMR|61.592201|-149.130798|100.0|Palmer, Alaska|1999-08-11T00:00:00|2599-12-31T23:59:59
AT|SDPT|55.3493|-160.476593|74.0|Sand Point, Alaska|2002-08-28T00:00:00|2599-12-31T23:59:59
AT|SIT|57.0569|-135.324402|19.0|Sitka, Alaska|1999-08-11T00:00:00|2599-12-31T23:59:59
AT|SKAG|59.460098|-135.328964|134.0|Skagway, Alaska|2004-10-13T00:00:00|2599-12-31T23:59:59
AT|SMY|52.730801|174.103104|58.0|Shemya, Alaska|2000-02-15T00:00:00|2599-12-31T23:59:59
AT|YKU2|59.5121|-139.671036|10.1|Yakutat, Alaska|2009-08-26T00:00:00|2599-12-31T23:59:59
AU|ARMA|-30.418301|151.629303|1112.0|Armidale, New South Wales|2007-11-19T00:00:00|2599-12-31T23:59:59
AU|ARPS|-36.769901|141.838303|250.0|Mt Arapiles, VIC|2006-01-23T00:00:00|2599-12-31T23:59:59
AU|AS01|-23.6647|133.950806|605.0|Alice Springs Array Element 01|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS02|-23.679199|133.936905|649.0|Alice Springs Array Element 02|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS03|-23.677401|133.919693|643.3|Alice Springs Array Element 03|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS04|-23.6597|133.929199|666.3|Alice Springs Array Element 04|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS05|-23.6492|133.947495|683.2|Alice Springs Array Element 05|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS06|-23.647499|133.971405|663.2|Alice Springs Array Element 06|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS07|-23.6656|133.969696|613.7|Alice Springs Array Element 07|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS08|-23.6814|133.960007|594.3|Alice Springs Array Element 08|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS09|-23.6994|133.941406|591.2|Alice Springs Array Element 09|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS10|-23.696899|133.913895|607.4|Alice Springs Array Element 10|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS11|-23.678301|133.897797|608.3|Alice Springs Array Element 11|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS12|-23.666401|133.904404|607.4|Alice Springs Array Element 12|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS13|-23.651899|133.894394|603.9|Alice Springs Array Element 13|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS14|-23.651699|133.910294|619.6|Alice Springs Array Element 14|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS15|-23.635599|133.912201|668.7|Alice Springs Array Element 15|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS16|-23.6369|133.929993|675.8|Alice Springs Array Element 16|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS17|-23.6644|133.991699|614.6|Alice Springs Array Element 17|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS18|-23.690001|133.980804|591.7|Alice Springs Array Element 18|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS19|-23.704399|133.962494|576.7|Alice Springs Array Element 19|2003-08-13T00:00:00|2599-12-31T23:59:59
AU|AS31|-23.666|133.904007|607.0|Alice Springs Array Element 31 BroadBand|2005-06-21T00:00:00|2599-12-31T23:59:59
AU|AXCOZ|-22.9608|145.251099|226.0|Aramac airstrip, QLD|2018-11-30T00:00:00|2599-12-31T23:59:59
AU|BBOO|-32.8102|136.058807|321.0|Buckleboo, South Australia|2008-11-24T00:00:00|2599-12-31T23:59:59
AU|BCON|-30.33585|117.7649|386.0|Beacon, Western Australia|2020-05-28T00:00:00|2599-12-31T23:59:59
AU|BN2S|-27.3293|153.047699|8.0|Brisbande 2 Soft JUMP, Queensland|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|BRAT|-37.548901|143.932999|503.0|Ballarat JUMP, Victoria|2013-03-22T00:00:00|2599-12-31T23:59:59
AU|BW1H|-20.004499|148.236099|63.0|Bowen Hard JUMP, Queensland|2012-08-01T00:00:00|2599-12-31T23:59:59
AU|BW2S|-19.9984|148.223206|7.0|BOWEN SOFT JUMP QUEENSLAND|2012-08-02T00:00:00|2599-12-31T23:59:59
AU|CMSA|-31.5375|145.691605|220.0|Cobar, New South Wales|2001-06-26T00:00:00|2599-12-31T23:59:59
AU|CN1H|-16.910999|145.710602|149.0|Cairns 1 Hard JUMP, Queensland|2012-01-01T00:00:00|2599-12-31T23:59:59
AU|CN2S|-17.0215|145.723801|56.0|Cairns 2 Soft JUMP, Queensland|2012-01-01T00:00:00|2599-12-31T23:59:59
AU|CNB|-35.314999|149.363297|853.0|Canberra, Kowen Forest|2020-06-24T01:00:00|2599-12-31T23:59:59
AU|COEN|-13.9574|143.174896|285.4|Coen, Queensland|2008-01-23T00:00:00|2599-12-31T23:59:59
AU|CORO|-41.452202|147.145004|0.0|Coronation Park JUMP, Tasmania|2009-11-20T00:00:00|2599-12-31T23:59:59
AU|CTA|-20.0876|146.25|426.0|Charters Towers, Queensland|1994-10-20T00:00:00|2599-12-31T23:59:59
AU|CVQOZ|-24.4457|114.078003|37.0|Cooralya Station, Carnarvon, WA|2019-03-13T00:00:00|2599-12-31T23:59:59
AU|DLN|-34.723301|149.178894|565.0|Dalton JUMP, New South Wales|2013-02-01T00:00:00|2599-12-31T23:59:59
AU|DNDOZ|-32.460899|123.867996|153.0|Balladonia, WA|2019-02-28T00:00:00|2599-12-31T23:59:59
AU|DPH|-12.4667|130.8423|45.0|Darwin Parliament House JUMP, Northern Territory|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|DRS|-12.4313|130.899307|44.0|Darwin Rock Store JUMP, Northern Territory|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|EIDS|-25.369101|151.081696|216.0|Eidsvold, Queensland|2003-06-23T00:00:00|2599-12-31T23:59:59
AU|FITZ|-18.0982|125.640297|110.0|Fitzroy Crossing|1994-08-31T00:00:00|2599-12-31T23:59:59
AU|FORT|-30.779|128.059|165.0|Forrest, WA|1994-01-01T00:00:00|2599-12-31T23:59:59
AU|GC1S|-28.161699|153.511505|11.0|Gold Coast 1 Soft Rock JUMP, QLD|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GC2F|-27.912201|153.395798|12.0|Gold Coast 2 Fill JUMP, Queensland|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GD1S|-23.8421|151.169006|5.0|Gladstone 1 Soft Rock JUMP, QLD|2011-10-10T00:00:00|2599-12-31T23:59:59
AU|GEXS|-38.200802|144.289993|10.0|Deakin UNI JUMP, GEELONG Victoria|2013-03-26T00:00:00|2599-12-31T23:59:59
AU|GHSS|-34.919399|138.6017|42.0|Government House JUMP, SA|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|GIRL|-22.643|114.234001|111.0|Giralia, WA|1995-09-04T00:00:00|2599-12-31T23:59:59
AU|GLAD|-40.982498|148.009995|0.0|Gladstone JUMP, Tasmania|2009-11-20T00:00:00|2599-12-31T23:59:59
AU|GVL|-37.621399|144.899002|185.0|Greenvale Resevoir, JUMP Victoria|2013-03-05T00:00:00|2599-12-31T23:59:59
AU|H01W1|-34.892899|114.1539|-1063.0|Cape Leeuwin Hydroacoustic Site W1, Augusta, WA, Australia|2001-08-28T00:00:00|2599-12-31T23:59:59
AU|H01W2|-34.897079|114.134033|-1046.0|Cape Leeuwin Hydroacoustic Site W2, Augusta, WA, Australia|2004-06-02T00:00:00|2599-12-31T23:59:59
AU|H01W3|-34.880932|114.139977|-1056.0|Cape Leeuwin Hydroacoustic Site W3, Augusta, WA, Australia|2004-06-02T00:00:00|2599-12-31T23:59:59
AU|HTT|-33.4306|138.9217|708.0|Hallett, South Australia|2009-07-01T00:00:00|2599-12-31T23:59:59
AU|I03H1|-68.583931|78.068504|640.0|Davis Base, Site H1, Antarctica|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|I03H2|-68.586571|78.072044|680.0|Davis Base, Site H2, Antarctica|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|I03H3|-68.588661|78.071152|664.0|Davis Base, Site H3, Antarctica|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|I03H4|-68.587509|78.062332|629.0|Davis Base, Site H4, Antarctica|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|I03H5|-68.580765|78.081757|740.0|Davis Base, Site H5, Antarctica|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|I03H6|-68.592712|78.072746|816.0|Davis Base, Site H6, Antarctica|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|I03H7|-68.585075|78.04937|847.0|Davis Base, Site H7, Antarctica|2018-09-06T00:00:00|2599-12-31T23:59:59
AU|I04H1|-34.59761|116.356689|167.1|Narrogin Infrasound Array, Site H1, Australia|2006-02-01T00:00:00|2599-12-31T23:59:59
AU|I04H2|-34.596169|116.367142|155.7|Narrogin Infrasound Array, Site H2, Australia|2006-02-01T00:00:00|2599-12-31T23:59:59
AU|I04H3|-34.607571|116.351547|123.2|Narrogin Infrasound Array, Site H3, Australia|2006-02-01T00:00:00|2599-12-31T23:59:59
AU|I04H4|-34.594002|116.344582|154.7|Narrogin Infrasound Array, Site H4, Australia|2006-02-01T00:00:00|2599-12-31T23:59:59
AU|I04H5|-34.594711|116.341087|147.7|Narrogin Infrasound Array, Site H5, Australia|2006-02-01T00:00:00|2599-12-31T23:59:59
AU|I04H6|-34.593121|116.341042|146.8|Narrogin Infrasound Array, Site H6, Australia|2006-02-01T00:00:00|2599-12-31T23:59:59
AU|I04H7|-34.591122|116.343163|143.2|Narrogin Infrasound Array, Site H7, Australia|2006-02-01T00:00:00|2599-12-31T23:59:59
AU|I06H2|-12.14752|96.81855|17.6|Cocos Islands Infrasound Array, Site H2, Australia|2011-10-31T00:00:00|2599-12-31T23:59:59
AU|I06H3|-12.14509|96.817741|20.8|Cocos Islands Infrasound Array, Site H3, Australia|2011-10-31T00:00:00|2599-12-31T23:59:59
AU|I06H4|-12.14354|96.818489|16.0|Cocos Islands Infrasound Array, Site H4, Australia|2011-10-31T00:00:00|2599-12-31T23:59:59
AU|I06H5|-12.1447|96.820847|19.3|Cocos Islands Infrasound Array, Site H5, Australia|2011-10-31T00:00:00|2599-12-31T23:59:59
AU|I06H6|-12.14585|96.82428|29.2|Cocos Islands Infrasound Array, Site H6, Australia|2011-10-31T00:00:00|2599-12-31T23:59:59
AU|I06H7|-12.15422|96.826881|14.0|Cocos Islands Infrasound Array, Site H7, Australia|2011-10-31T00:00:00|2599-12-31T23:59:59
AU|I06H8|-12.15724|96.821693|11.9|Cocos Islands Infrasound Array, Site H8, Australia|2011-10-31T00:00:00|2599-12-31T23:59:59
AU|I07H1|-19.934851|134.329544|385.5|Warramunga Infrasonic Array, Site I07H1, Australia|2000-05-12T00:00:00|2599-12-31T23:59:59
AU|I07H2|-19.933411|134.330933|387.6|Warramunga Infrasonic Array, Site I07H2, Australia|2000-05-12T00:00:00|2599-12-31T23:59:59
AU|I07H3|-19.93659|134.330734|392.0|Warramunga Infrasonic Array, Site I07H3, Australia|2000-05-12T00:00:00|2599-12-31T23:59:59
AU|I07H4|-19.93502|134.327698|383.0|Warramunga Infrasonic Array, Site I07H4, Australia|2000-05-12T00:00:00|2599-12-31T23:59:59
AU|I07H5|-19.924549|134.32579|387.3|Warramunga Infrasonic Array, Site I07H5, Australia|2013-05-23T00:00:00|2599-12-31T23:59:59
AU|I07H6|-19.932699|134.338852|387.5|Warramunga Infrasonic Array, Site I07H6, Australia|2013-05-23T00:00:00|2599-12-31T23:59:59
AU|I07H7|-19.94022|134.33963|387.7|Warramunga Infrasonic Array, Site I07H7, Australia|2013-05-23T00:00:00|2599-12-31T23:59:59
AU|I07H8|-19.943291|134.322906|388.4|Warramunga Infrasonic Array, Site I07H8, Australia|2013-05-23T00:00:00|2599-12-31T23:59:59
AU|INKA|-27.740999|140.745605|112.0|Innamincka, South Australia|2013-06-21T00:00:00|2599-12-31T23:59:59
AU|KDU|-12.6869|132.472702|46.0|Kakadu, NT|2008-11-27T00:00:00|2599-12-31T23:59:59
AU|KELC|-35.979099|136.907806|60.0|Kangaroo Island|2018-06-11T00:00:00|2599-12-31T23:59:59
AU|KMBL|-31.3669|121.8821|370.0|Kambalda, WA|2000-11-27T00:00:00|2599-12-31T23:59:59
AU|KNRA|-15.6769|128.762802|126.0|Kunnunarra, WA|2008-08-21T00:00:00|2599-12-31T23:59:59
AU|KORDA|-30.87687|117.50301|306.0|KORDA- Koorda, Western Australia|2020-05-28T00:00:00|2599-12-31T23:59:59
AU|LCRK|-30.447201|138.216202|207.0|Leigh Creek,South Australia|2013-06-16T00:00:00|2599-12-31T23:59:59
AU|LHI|-31.52|159.061295|73.7|Lord Howe Island|2007-07-08T00:00:00|2599-12-31T23:59:59
AU|MABG|-34.0721|150.7601|132.0|Mount Annan Botanical Gardens|2016-08-17T00:00:00|2599-12-31T23:59:59
AU|MANU|-2.0432|147.366196|141.5|Manus Island, Papua New Guinea|2009-05-26T00:00:00|2599-12-31T23:59:59
AU|MAW|-67.603996|62.870998|12.0|Mawson, Antarctica|2003-01-31T00:00:00|2599-12-31T23:59:59
AU|MCQ|-54.4986|158.9561|14.0|Macquarie Island|2004-06-28T00:00:00|2599-12-31T23:59:59
AU|MEEK|-26.638|118.614998|530.0|Meekatharra, Western Australia|2003-06-25T00:00:00|2599-12-31T23:59:59
AU|MGBR|-37.726299|140.5728|186.0|Mount Gambier SA|2018-06-12T00:00:00|2599-12-31T23:59:59
AU|MILA|-37.0547|149.155|785.0|Mila, NSW|2006-04-11T00:00:00|2599-12-31T23:59:59
AU|MOO|-42.4417|147.190308|325.0|Moorlands, Tasmania|2005-05-13T00:00:00|2599-12-31T23:59:59
AU|MORW|-29.0679|116.040298|296.0|Morawa, Western Australia|2008-04-28T00:00:00|2599-12-31T23:59:59
AU|MTN|-12.8436|131.132706|137.4|Manton Dam, Darwin NT|2006-08-20T00:00:00|2599-12-31T23:59:59
AU|MTSU|-18.148199|144.319504|460.0|Mount Surprise, QLD|2002-11-06T00:00:00|2599-12-31T23:59:59
AU|MUKOZ|-26.7575|114.609398|130.0|Meadow Station, WA|2019-03-13T00:00:00|2599-12-31T23:59:59
AU|MULG|-30.281799|134.058502|254.7|Mulgathing, South Australia|2013-05-28T00:00:00|2599-12-31T23:59:59
AU|NAPP|-33.1828|138.147797|181.0|Napperby JUMP, South Australia|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|NFK|-29.043301|167.938904|203.0|Norfolk Island|2008-05-20T00:00:00|2599-12-31T23:59:59
AU|NTLH|-32.8983|151.703003|64.0|Newcastle Hard Rock JUMP, New South Wales|2012-09-25T00:00:00|2599-12-31T23:59:59
AU|NTLS|-32.931999|151.762497|13.0|Newcastle Soft JUMP, New South Wales|2010-09-10T00:00:00|2599-12-31T23:59:59
AU|NWAO|-32.9277|117.239|265.0|Narrogin, Western Australia|1994-01-01T00:00:00|2599-12-31T23:59:59
AU|OKDL|-34.0707|150.4805|508.0|Oakdale, Sydney, NSW|2017-02-17T00:00:00|2599-12-31T23:59:59
AU|ONGER|-33.86366|118.39563|340.0|Ongerup, WA|2020-06-25T03:42:35|2599-12-31T23:59:59
AU|OOD|-27.794399|135.688004|162.2|Oodnadatta, South Australia|2013-05-24T00:00:00|2599-12-31T23:59:59
AU|PTPS|-33.172501|137.994293|9.0|Port Pirie JUMP, SA|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|QIS|-20.557699|139.605194|450.0|Mount Isa, Qld|2005-02-06T00:00:00|2599-12-31T23:59:59
AU|QLP|-26.5837|144.235001|210.0|Quilpie, QLD|2003-11-13T00:00:00|2599-12-31T23:59:59
AU|RABL|-4.1912|152.163696|277.0|Rabaul, Papua New Guinea|2009-04-26T00:00:00|2599-12-31T23:59:59
AU|RIV|-33.829399|151.158295|25.0|St Ignatius College, Riverview, Sydney|2004-11-09T00:00:00|2599-12-31T23:59:59
AU|RK1H|-23.3876|150.493896|66.0|Rockhampton 1 Hard Rock JUMP, QLD|2009-01-13T00:00:00|2599-12-31T23:59:59
AU|RK2S|-23.3102|150.521606|36.0|Rockhampton 2 Soft Rock JUMP, QLD|2008-12-10T00:00:00|2599-12-31T23:59:59
AU|RMQ|-26.489|148.755005|360.0|Roma, QLD|2004-11-22T21:00:00|2599-12-31T23:59:59
AU|SDAN|-34.507301|139.337997|586.0|Sedan SA|2018-06-11T00:00:00|2599-12-31T23:59:59
AU|STKA|-31.8757|141.596405|230.0|Stephens Creek, NSW|1994-03-29T00:00:00|2599-12-31T23:59:59
AU|SYDH|-33.7619|150.7417|55.0|Sydney Hard JUMP, New South Wales|2010-09-10T00:00:00|2599-12-31T23:59:59
AU|SYDS|-33.9297|151.2243|27.0|Sydney Soft JUMP, NSW|2010-04-30T00:00:00|2599-12-31T23:59:59
AU|TV1H|-19.2614|146.795395|65.0|Townsville 1 Hard JUMP, Queensland|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|TV2S|-19.2904|146.788696|25.0|Townsville 2 Soft JUMP, Queensland|2012-08-01T00:00:00|2599-12-31T23:59:59
AU|TW1H|-27.544201|151.972|730.0|Toowoomba 1 Hard JUMP, Queensland|2009-01-01T00:00:00|2599-12-31T23:59:59
AU|WATNG|-30.7323|118.19845|360.0|Wattoning, WA|2020-06-12T00:00:00|2599-12-31T23:59:59
AU|WB1|-19.959444|134.34642|393.5|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WB10|-19.767141|134.392838|362.1|Warramunga, NT|2013-08-26T00:00:00|2599-12-31T23:59:59
AU|WB2|-19.942753|134.35112|388.0|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WB3|-19.923019|134.355453|384.2|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WB4|-19.903646|134.358932|380.6|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WB5|-19.878218|134.366196|370.9|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WC1|-19.924335|134.33905|392.0|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WC2|-19.925379|134.365448|375.0|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WC3|-19.958742|134.371933|382.1|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WC4|-19.961927|134.339737|387.5|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WOLH|-34.407|150.874|91.0|Woolongong Hard JUMP, NSW|2011-03-23T00:00:00|2599-12-31T23:59:59
AU|WR1|-19.942589|134.339508|388.8|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WR10|-19.959661|134.540527|353.0|Warramunga, NT|2013-08-26T00:00:00|2599-12-31T23:59:59
AU|WR2|-19.946861|134.362381|385.4|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WR3|-19.948503|134.386917|376.5|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WR4|-19.950317|134.406616|374.4|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WR5|-19.952171|134.430374|364.2|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WR6|-19.954227|134.453049|356.5|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WR7|-19.955193|134.476013|354.8|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WR8|-19.955793|134.500504|367.1|Warramunga Array, Australia|1999-07-01T00:00:00|2599-12-31T23:59:59
AU|WRKA|-25.0375|128.296097|622.0|Warrakurna, Western Australia|2009-04-26T00:00:00|2599-12-31T23:59:59
AU|WTPK|-34.2217|150.6389|199.0|Wilton Park, Sydney, NSW|2016-07-07T00:00:00|2599-12-31T23:59:59
AU|YAPP|-31.866301|138.311905|267.0|Yappala Station, SA|2018-06-23T00:00:00|2599-12-31T23:59:59
AU|YARR|-33.6174|150.6877|19.0|Yarramundi, Sydney, NSW|2016-11-29T00:00:00|2599-12-31T23:59:59
AU|YNG|-34.298|148.3963|460.0|Young, NSW|2004-04-16T00:00:00|2599-12-31T23:59:59
AV|ADAG|51.98|-176.6001|281.0|Mount Adagdak, Regional Station, Alaska|2005-11-01T00:00:00|2599-12-31T23:59:59
AV|ADKI|51.8619|-176.6439|5.0|Adak infrasound array, Adak Island, Alaska|2017-06-23T00:00:00|2599-12-31T23:59:59
AV|AHB|54.1144|-165.8177|447.0|Akutan Harbor, Akutan Volcano, Alaska|2005-11-01T00:00:00|2599-12-31T23:59:59
AV|AKBB|54.0975|-165.9338|310.0|Akutan Broiad Bright, Akutan Volcano, Alaska|2005-11-01T00:00:00|2599-12-31T23:59:59
AV|AKGG|54.1979|-165.9936|326.0|Akutan Green Grass, Akutan Volcano, AK|2005-11-01T00:00:00|2599-12-31T23:59:59
AV|AKHS|54.1533|-165.8868|150.0|Akutan Broiad Bright, Akutan Volcano, Alaska|2018-08-08T00:00:00|2599-12-31T23:59:59
AV|AKLV|54.1618|-165.9576|551.0|Akutan Long Valley, Akutan Volcano, Alaska|2005-11-01T00:00:00|2599-12-31T23:59:59
